("port 1","mode 1",1,"port 1",1,"transmission")
(101, 3)
1.8737028625000000e+14 4.2028539087039286e-04 5.5264807143647121e-01
1.8749519977416666e+14 4.3865313261849209e-04 5.5195973834138368e-01
1.8762011329833334e+14 4.5655385291751711e-04 5.5690151231929930e-01
1.8774502682250000e+14 4.7365536318017736e-04 5.6667256747835093e-01
1.8786994034666666e+14 4.8967460953179738e-04 5.8053665173753388e-01
1.8799485387083334e+14 5.0437399176663335e-04 5.9782912349330974e-01
1.8811976739500000e+14 5.1755780287189828e-04 6.1795503872787061e-01
1.8824468091916666e+14 5.2906903598110727e-04 6.4038269335026099e-01
1.8836959444333334e+14 5.3878662176815105e-04 6.6463526047914190e-01
1.8849450796750000e+14 5.4662307086161962e-04 6.9028200531490558e-01
1.8861942149166666e+14 5.5252246099928460e-04 7.1692984936648596e-01
1.8874433501583334e+14 5.5746994292010094e-04 7.4260599680538231e-01
1.8886924854000000e+14 5.6040867878751478e-04 7.6849661348271847e-01
1.8899416206416666e+14 5.6136583152843734e-04 7.9426579052928192e-01
1.8911907558833334e+14 5.6039558910029913e-04 8.1959051835381802e-01
1.8924398911250000e+14 5.5757811011949868e-04 8.4415610534135077e-01
1.8936890263666666e+14 5.5301850684753547e-04 8.6765261988265341e-01
1.8949381616083334e+14 5.4684582419496891e-04 8.8977242989820637e-01
1.8961872968500000e+14 5.3921196734704735e-04 9.1020899445186265e-01
1.8974364320916666e+14 5.3029051785120429e-04 9.2865715400013138e-01
1.8986855673333334e+14 5.2027535876047668e-04 9.4481526310048614e-01
1.8999347025750000e+14 5.1014291102894499e-04 9.5633680402099275e-01
1.9011838378166666e+14 4.9933865631765842e-04 9.6487227029502365e-01
1.9024329730583334e+14 4.8811530063704701e-04 9.7016964503816405e-01
1.9036821083000000e+14 4.7673691794689217e-04 9.7202155110744781e-01
1.9049312435416666e+14 4.6547393843362095e-04 9.7028414768928406e-01
1.9061803787833334e+14 4.5459673588904977e-04 9.6489879067360185e-01
1.9074295140250000e+14 4.4436770034056130e-04 9.5591455253511737e-01
1.9086786492666666e+14 4.3503188019253518e-04 9.4350847125714277e-01
1.9099277845083334e+14 4.2680657941052168e-04 9.2799930333821978e-01
1.9111769197500000e+14 4.1987066751433024e-04 9.0985010333324090e-01
1.9124260549916666e+14 4.1515323845128018e-04 8.8736344160670677e-01
1.9136751902333334e+14 4.1197371555014284e-04 8.6357553626499906e-01
1.9149243254750000e+14 4.1034677011853043e-04 8.3927575436764190e-01
1.9161734607166666e+14 4.1022395500031985e-04 8.1525053813055859e-01
1.9174225959583334e+14 4.1149883660857820e-04 7.9222643068253540e-01
1.9186717312000000e+14 4.1401631639583695e-04 7.7082248955548216e-01
1.9199208664416666e+14 4.1758481684081247e-04 7.5151847880238298e-01
1.9211700016833334e+14 4.2198972053779658e-04 7.3464114491523902e-01
1.9224191369250000e+14 4.2700655251570654e-04 7.2036696622251717e-01
1.9236682721666666e+14 4.3241277091402388e-04 7.0873719517353606e-01
1.9249174074083334e+14 4.3892011328359901e-04 6.9796765963782348e-01
1.9261665426500000e+14 4.4542620724859981e-04 6.8968703546237131e-01
1.9274156778916666e+14 4.5175872306960616e-04 6.8365360764557215e-01
1.9286648131333334e+14 4.5777409842748403e-04 6.7958481953738537e-01
1.9299139483750000e+14 4.6335937604638142e-04 6.7717639572790433e-01
1.9311630836166666e+14 4.6843275498580642e-04 6.7611757837045505e-01
1.9324122188583331e+14 4.7294314143355099e-04 6.7610301733395561e-01
1.9336613541000000e+14 4.7686891226176599e-04 6.7684202897126244e-01
1.9349104893416666e+14 4.8021603713613358e-04 6.7806593132369108e-01
1.9361596245833331e+14 4.8301565002754367e-04 6.7953405238238784e-01
1.9374087598250000e+14 4.8621745125555034e-04 6.7959172860551698e-01
